Profile,tech_stack,tobeclusteredcolumn,cluster
DS,Pharma,DS Pharma,0
DS,Legal,DS Legal,0
DS,Data processing,DS Data processing,0
DS,Life sciences,DS Life sciences,0
DS,SAGE,DS SAGE,0
DS,Pattern recognition,DS Pattern recognition,0
DS,Subject Matter Expert,DS Subject Matter Expert,0
DS,AI,DS AI,0
DS,Power BI,DS Power BI,0
DS,Access,DS Access,0
DS,RCM domain,DS RCM domain,0
DS,Data modelling,DS Data modelling,0
DS,DNS,DS DNS,0
DS,R,DS R,0
DS,Hive,DS Hive,0
DS,Sqoop,DS Sqoop,0
DS,data mining,DS data mining,0
DS,Mahout,DS Mahout,0
DS,Artificial intelligence,DS Artificial intelligence,0
DS,visualization,DS visualization,0
DS,Data analysis,DS Data analysis,2
DS,BI development,DS BI development,3
DS,Customer Analytics,DS Customer Analytics,0
DS,machine learning algorithms,DS machine learning algorithms,0
DS,Marketing Analytics,DS Marketing Analytics,0
DS,statistical methods,DS statistical methods,0
DS,Methods,DS Methods,0
DS,Training,DS Training,0
DS,continuous integration,DS continuous integration,0
DS,Web services,DS Web services,0
DS,Time Series,DS Time Series,0
DS,Computer Vision,DS Computer Vision,0
DS,Tensorflow,DS Tensorflow,0
DS,Big Data,DS Big Data,0
DS,Ml Algorithms,DS Ml Algorithms,0
DS,Basic,DS Basic,0
DS,Version control,DS Version control,0
DS,Programming,DS Programming,0
DS,Healthcare,DS Healthcare,0
DS,Technology solutions,DS Technology solutions,0
DS,Postgresql,DS Postgresql,0
DS,Back office,DS Back office,0
DS,Customer service,DS Customer service,0
DS,SAN,DS SAN,0
DS,Backend,DS Backend,0
DS,Venture capital,DS Venture capital,0
DS,Equity,DS Equity,0
DS,Cloud computing,DS Cloud computing,0
DS,Operations research,DS Operations research,0
DS,Statistical analysis,DS Statistical analysis,2
DS,Web analytics,DS Web analytics,0
DS,Consulting,DS Consulting,0
DS,Intellectual property,DS Intellectual property,0
DS,Product strategy,DS Product strategy,0
DS,Logistics,DS Logistics,0
DS,SCALA,DS SCALA,0
DS,Data quality,DS Data quality,0
DS,SOC,DS SOC,0
DS,Firmware,DS Firmware,0
DS,IT services,DS IT services,0
DS,Data analytics,DS Data analytics,0
DS,Digital marketing,DS Digital marketing,0
DS,Research,DS Research,0
DS,Information retrieval,DS Information retrieval,0
DS,Senior Analyst,DS Senior Analyst,0
DS,Mathematics,DS Mathematics,0
DS,Predictive analytics,DS Predictive analytics,0
DS,Genetics,DS Genetics,0
DS,data visualization,DS data visualization,0
DS,MIS,DS MIS,0
DS,Operations,DS Operations,0
DS,German,DS German,0
DS,Spanish,DS Spanish,0
DS,Continuous improvement,DS Continuous improvement,0
DS,Analyst,DS Analyst,0
DS,Quality improvement,DS Quality improvement,0
DS,Technical support,DS Technical support,0
DS,Computer vision,DS Computer vision,0
DS,Performance tuning,DS Performance tuning,0
DS,Packaging,DS Packaging,0
DS,Snowflake,DS Snowflake,0
DS,Snowpark,DS Snowpark,0
DS,Snowpipe,DS Snowpipe,0
DS,AWS,DS AWS,0
DS,Stream Analytics,DS Stream Analytics,0
DS,MongoDB,DS MongoDB,0
DS,Streams,DS Streams,0
DS,customer analytics,DS customer analytics,0
DS,Data migration,DS Data migration,0
DS,Medical coding,DS Medical coding,0
DS,Product management,DS Product management,1
DS,Quality monitoring,DS Quality monitoring,0
DS,Radiology,DS Radiology,0
DS,Solution architecture,DS Solution architecture,0
DS,application architecture,DS application architecture,0
DS,ERP,DS ERP,0
DS,CMMI,DS CMMI,0
DS,MS Office,DS MS Office,0
DS,MIN,DS MIN,0
DS,Finance,DS Finance,0
DS,Banking,DS Banking,0
DS,Analytical skills,DS Analytical skills,0
DS,SMS,DS SMS,0
DS,Enterprise applications,DS Enterprise applications,0
DS,Enterprise architecture,DS Enterprise architecture,0
DS,Project management,DS Project management,1
DS,Xgboost,DS Xgboost,0
DS,Credit Risk,DS Credit Risk,0
DS,Model Building,DS Model Building,0
DS,Model Development,DS Model Development,3
DS,Random Forest,DS Random Forest,0
DS,Publishing,DS Publishing,0
DS,Customer retention,DS Customer retention,0
DS,Scheduling,DS Scheduling,0
DS,Financial inclusion,DS Financial inclusion,0
DS,Data collection,DS Data collection,0
DS,Database administration,DS Database administration,0
DS,Process improvement,DS Process improvement,0
DS,SIP,DS SIP,0
DS,Stakeholder management,DS Stakeholder management,1
DS,Release management,DS Release management,1
DS,Business services,DS Business services,0
DS,Business analytics,DS Business analytics,0
DS,Actuarial,DS Actuarial,0
DS,Risk management,DS Risk management,1
DS,Portfolio management,DS Portfolio management,1
DS,Hypothesis Testing,DS Hypothesis Testing,0
DS,Regression analysis,DS Regression analysis,2
DS,Azure Cloud,DS Azure Cloud,0
DS,AWS Cloud,DS AWS Cloud,0
DS,Matlab,DS Matlab,0
DS,Software engineering,DS Software engineering,0
DS,panda,DS panda,0
DS,Rnn,DS Rnn,0
DS,Explanable ai,DS Explanable ai,0
DS,Data Scientist,DS Data Scientist,0
DS,Matplot lib,DS Matplot lib,0
DS,LLM Lstm,DS LLM Lstm,0
DS,taxonomy building,DS taxonomy building,0
DS,Multi text learning,DS Multi text learning,0
DS,information retrieval,DS information retrieval,0
DS,Keras,DS Keras,0
DS,Merchandising,DS Merchandising,0
DS,CRM,DS CRM,0
DS,power bi,DS power bi,0
DS,Claims,DS Claims,0
DS,Clinical research,DS Clinical research,0
DS,Public health,DS Public health,0
DS,Image processing,DS Image processing,0
DS,qlik sense,DS qlik sense,0
DS,Time series analysis,DS Time series analysis,2
DS,Recommender Systems,DS Recommender Systems,0
DS,Languages,DS Languages,0
DS,System,DS System,0
DS,Process,DS Process,0
DS,Management consulting,DS Management consulting,1
DS,Image Classification,DS Image Classification,0
DS,Deep Learning/Machine Learning,DS Deep Learning/Machine Learning,0
DS,Object Detection,DS Object Detection,0
DS,rest API,DS rest API,0
DS,OpenCV,DS OpenCV,0
DS,Keras/PyTorch/Tensorflow,DS Keras/PyTorch/Tensorflow,0
DS,data privacy,DS data privacy,0
DS,Medical insurance,DS Medical insurance,0
DS,metadata,DS metadata,0
DS,Managed services,DS Managed services,0
DS,Databricks,DS Databricks,0
DS,Outbound,DS Outbound,0
DS,Online marketing,DS Online marketing,0
DS,SEM,DS SEM,0
DS,microsoft,DS microsoft,0
DS,Javascript,DS Javascript,0
DS,Bpm,DS Bpm,0
DS,Business Intelligence,DS Business Intelligence,0
DS,Predictive Maintenance,DS Predictive Maintenance,0
DS,product development,DS product development,3
DS,Tableau,DS Tableau,0
DS,Text mining,DS Text mining,0
DS,linear regression,DS linear regression,0
DS,Pandas,DS Pandas,0
DS,Numpy,DS Numpy,0
DS,Nosql Databases,DS Nosql Databases,0
DS,Pytorch,DS Pytorch,0
DS,Data Mining,DS Data Mining,0
DS,analytics,DS analytics,0
DS,Health insurance,DS Health insurance,0
DS,Operational risk,DS Operational risk,0
DS,External audit,DS External audit,0
DS,Resourcing,DS Resourcing,0
DS,risk consulting,DS risk consulting,0
DS,Collections,DS Collections,0
DS,Sports,DS Sports,0
DS,MS SQL,DS MS SQL,0
DS,RDBMS,DS RDBMS,0
DS,Elastic Search,DS Elastic Search,0
DS,Semantic search,DS Semantic search,0
DS,Natural Language processing,DS Natural Language processing,0
DS,data ingestion,DS data ingestion,0
DS,Graph DB,DS Graph DB,0
DS,System Integration,DS System Integration,0
DS,Db,DS Db,0
DS,data cleansing,DS data cleansing,0
DS,IC engines,DS IC engines,0
DS,Industrial machinery,DS Industrial machinery,0
DS,Predictive Modeling,DS Predictive Modeling,0
DS,Data science,DS Data science,0
DS,Al,DS Al,0
DS,LLM,DS LLM,0
DS,algorithms,DS algorithms,0
DS,MSBI,DS MSBI,0
DS,statistics,DS statistics,0
DS,data analytics,DS data analytics,0
DS,Bi,DS Bi,0
DS,database management,DS database management,1
DS,GitHub,DS GitHub,0
DS,Data Visualization,DS Data Visualization,0
DS,Statistical Analysis,DS Statistical Analysis,2
DS,Ml,DS Ml,0
DS,Ai Techniques,DS Ai Techniques,0
DS,Requirements,DS Requirements,0
DS,Technical product configuration,DS Technical product configuration,0
DS,c++,DS c++,0
DS,C,DS C,0
DS,design,DS design,0
DS,integration PHP,DS integration PHP,0
DS,artificial intelligence,DS artificial intelligence,0
DS,Statistical Analyses,DS Statistical Analyses,0
DS,Csharp,DS Csharp,0
DS,Logistic regression,DS Logistic regression,0
DS,Head Business Development,DS Head Business Development,3
DS,Vendor,DS Vendor,0
DS,Usage,DS Usage,0
DS,spark,DS spark,0
DS,data,DS data,0
DS,program,DS program,0
DS,science,DS science,0
DS,E-commerce,DS E-commerce,0
DS,HR,DS HR,0
DS,Hrsd,DS Hrsd,0
DS,NoSQL,DS NoSQL,0
DS,Wealth management,DS Wealth management,1
DS,GIS,DS GIS,0
DS,Industrial products,DS Industrial products,0
DS,Debugging,DS Debugging,0
DS,Remote sensing,DS Remote sensing,0
DS,SAS SQL,DS SAS SQL,0
DS,Gaming,DS Gaming,0
DS,Sales,DS Sales,0
DS,Revenue generation,DS Revenue generation,0
DS,Auditing,DS Auditing,0
DS,Scrum,DS Scrum,0
DS,Hadoop,DS Hadoop,0
DS,Data Collection,DS Data Collection,0
DS,Spark,DS Spark,0
DS,Base SAS,DS Base SAS,0
DS,Excel,DS Excel,0
DS,base,DS base,0
DS,Staffing,DS Staffing,0
DS,Ab Initio,DS Ab Initio,0
DS,Informatica,DS Informatica,0
DS,QlikView,DS QlikView,0
DS,Unix shell scripting,DS Unix shell scripting,0
DS,Neural networks,DS Neural networks,0
DS,Storage management,DS Storage management,1
DS,model development,DS model development,3
DS,Economics,DS Economics,0
DS,advanced analytics,DS advanced analytics,0
DS,Architecture,DS Architecture,0
DS,Database,DS Database,0
DS,Customer experience,DS Customer experience,0
DS,Business objects,DS Business objects,0
DS,Data Analyst,DS Data Analyst,0
DS,Renewable energy,DS Renewable energy,0
DS,SCADA,DS SCADA,0
DS,Bloomberg,DS Bloomberg,0
DS,tableau,DS tableau,0
DS,SQL database,DS SQL database,0
DS,Security systems,DS Security systems,0
DS,Physical security,DS Physical security,0
DS,Data warehousing,DS Data warehousing,0
DS,IIS,DS IIS,0
DS,Strategy consulting,DS Strategy consulting,0
DS,Manager Technology,DS Manager Technology,0
DS,Project delivery,DS Project delivery,0
DS,Production planning,DS Production planning,0
DS,Mining,DS Mining,0
DS,microsoft azure,DS microsoft azure,0
DS,Database management,DS Database management,1
DS,Time management,DS Time management,1
DS,Bioinformatics,DS Bioinformatics,0
DS,healthcare analytics,DS healthcare analytics,0
DS,Reporting tools,DS Reporting tools,0
DS,R Programming,DS R Programming,0
DS,Program,DS Program,0
DS,Product engineering,DS Product engineering,0
DS,Demand forecasting,DS Demand forecasting,0
DS,Resource allocation,DS Resource allocation,0
DS,PDF,DS PDF,0
DS,MS Word,DS MS Word,0
DS,Social media,DS Social media,0
DS,Relationship building,DS Relationship building,0
DS,Web technologies,DS Web technologies,0
DS,Quality testing,DS Quality testing,0
DS,high performance computing,DS high performance computing,0
DS,Ruby,DS Ruby,0
DS,Retail analytics,DS Retail analytics,0
DS,query,DS query,0
DS,Object oriented programming,DS Object oriented programming,0
DS,Signal processing,DS Signal processing,0
DS,HTTP,DS HTTP,0
DS,devops,DS devops,0
DS,Cloud,DS Cloud,0
DS,Infrastructure,DS Infrastructure,0
DS,RCA,DS RCA,0
DS,Technical leadership,DS Technical leadership,0
DS,Resident Expert,DS Resident Expert,0
DS,Supervision,DS Supervision,0
DS,Scientist D,DS Scientist D,0
DS,analytical,DS analytical,0
DS,Machine Learning Algorithms,DS Machine Learning Algorithms,0
DS,aws,DS aws,0
DS,Algorithms,DS Algorithms,0
DS,agile project management,DS agile project management,1
DS,Career development,DS Career development,3
DS,Recruitment,DS Recruitment,0
DS,Sas,DS Sas,0
DS,Project Management,DS Project Management,1
DS,Individual Contributor,DS Individual Contributor,0
DS,Hospitality,DS Hospitality,0
DS,Engineer II,DS Engineer II,0
DS,Maven,DS Maven,0
DS,Powershell,DS Powershell,0
DS,Virtualization,DS Virtualization,0
DS,Change management,DS Change management,1
DS,Data Analysis,DS Data Analysis,2
DS,Statistical Modeling,DS Statistical Modeling,0
DS,Statistical,DS Statistical,0
DS,Model Monitoring,DS Model Monitoring,0
DS,Data Integration,DS Data Integration,0
DS,Analysis,DS Analysis,2
DS,hive,DS hive,0
DS,data governance,DS data governance,0
DS,Automation systems,DS Automation systems,0
DS,engineering,DS engineering,0
DS,automation,DS automation,0
DS,technology management,DS technology management,1
DS,system,DS system,0
DS,Assurance,DS Assurance,0
DS,informatics,DS informatics,0
DS,Siemens,DS Siemens,0
DS,Opencv,DS Opencv,0
DS,text analytics,DS text analytics,0
DS,Python programming,DS Python programming,0
DS,spoken and written English,DS spoken and written English,0
DS,sql,DS sql,0
DS,Spoken english,DS Spoken english,0
DS,English,DS English,0
DS,Writing,DS Writing,0
DS,Econometrics,DS Econometrics,0
DS,FMCG,DS FMCG,0
DS,market data,DS market data,0
DS,Statistical programming,DS Statistical programming,0
DS,SDLC,DS SDLC,0
DS,Principal,DS Principal,0
DS,Schema,DS Schema,0
DS,Product service,DS Product service,0
DS,Object oriented design,DS Object oriented design,0
DS,Oracle,DS Oracle,0
DS,Intelligence,DS Intelligence,0
DS,IVR,DS IVR,0
DS,Java,DS Java,0
DS,dynamo db,DS dynamo db,0
DS,Sales operations,DS Sales operations,0
DS,Business strategy,DS Business strategy,0
DS,r,DS r,0
DS,Non Linear Analysis,DS Non Linear Analysis,2
DS,hike,DS hike,0
DS,analytics reporting,DS analytics reporting,0
DS,data extraction,DS data extraction,0
DS,Senior,DS Senior,0
DS,Investigation,DS Investigation,0
DS,Leadership,DS Leadership,0
DS,Phd,DS Phd,0
DS,Power supply,DS Power supply,0
DS,CRO,DS CRO,0
DS,Clinical trials,DS Clinical trials,0
DS,Mentor,DS Mentor,0
DS,clinical data,DS clinical data,0
DS,EDC,DS EDC,0
DS,Risk assessment,DS Risk assessment,0
DS,risk modeling,DS risk modeling,0
DS,Distribution system,DS Distribution system,0
DS,Nltk,DS Nltk,0
DS,Lstm,DS Lstm,0
DS,LLMs,DS LLMs,0
DS,Text Mining,DS Text Mining,0
DS,bert,DS bert,0
DS,Generative AI,DS Generative AI,0
DS,Computer,DS Computer,0
DS,Advanced Analytics,DS Advanced Analytics,0
DS,Configuration management,DS Configuration management,1
DS,HP data protector,DS HP data protector,0
DS,JIRA,DS JIRA,0
DS,SparkSQL,DS SparkSQL,0
DS,statistical modeling,DS statistical modeling,0
DS,text mining,DS text mining,0
DS,SAP,DS SAP,0
DS,Business process management,DS Business process management,1
DS,Dicom,DS Dicom,0
DS,Medical imaging,DS Medical imaging,0
DS,Teradata,DS Teradata,0
DS,Information management,DS Information management,1
DS,Resource management,DS Resource management,1
DS,MLOps,DS MLOps,0
DS,Large Language Model,DS Large Language Model,0
DS,Cosmos,DS Cosmos,0
DS,QC,DS QC,0
DS,SAS R,DS SAS R,0
DS,Development Lead,DS Development Lead,3
DS,mathematical programming,DS mathematical programming,0
DS,Predictive,DS Predictive,0
DS,Image Processing,DS Image Processing,0
DS,Processing,DS Processing,0
DS,Satellite,DS Satellite,0
DS,Vision,DS Vision,0
DS,Amazon Kinesis,DS Amazon Kinesis,0
DS,Amazon DynamoDB,DS Amazon DynamoDB,0
DS,AWS Lambda,DS AWS Lambda,0
DS,Polly,DS Polly,0
DS,Quick Sight,DS Quick Sight,0
DS,AWS CloudWatch,DS AWS CloudWatch,0
DS,Bfsi,DS Bfsi,0
DS,Network analysis,DS Network analysis,2
DS,Social networking,DS Social networking,0
DS,Django,DS Django,0
DS,System design,DS System design,0
DS,debugging,DS debugging,0
DS,Business administration,DS Business administration,0
DS,Brand marketing,DS Brand marketing,0
DS,Microstrategy,DS Microstrategy,0
DS,Engineering services,DS Engineering services,0
DS,Automotive,DS Automotive,0
DS,asset servicing,DS asset servicing,0
DS,Diversity and Inclusion,DS Diversity and Inclusion,0
DS,Asset management,DS Asset management,1
DS,Docker Container,DS Docker Container,0
DS,Azure Machine Learning,DS Azure Machine Learning,0
DS,business opportunity,DS business opportunity,0
DS,Technology leadership,DS Technology leadership,0
DS,Representative,DS Representative,0
DS,Scientist II,DS Scientist II,0
DS,Business transformation,DS Business transformation,0
DS,Business process,DS Business process,0
DS,Market intelligence,DS Market intelligence,0
DS,Marketing operations,DS Marketing operations,0
DS,Semiconductor,DS Semiconductor,0
DS,Aerospace,DS Aerospace,0
DS,langchain,DS langchain,0
DS,embedding,DS embedding,0
DS,People development,DS People development,3
DS,Performance management,DS Performance management,1
DS,Demand Forecasting,DS Demand Forecasting,0
DS,Operational Analytics,DS Operational Analytics,0
DS,Market Mix Modelling,DS Market Mix Modelling,0
DS,Operations Research,DS Operations Research,0
DS,Cloud Services,DS Cloud Services,0
DS,Model Validation,DS Model Validation,0
DS,GenAI,DS GenAI,0
DS,data validation,DS data validation,0
DS,Business Analytics,DS Business Analytics,0
DS,Microfinance,DS Microfinance,0
DS,Quality Control,DS Quality Control,0
DS,Power Bi,DS Power Bi,0
DS,Analytical Skills,DS Analytical Skills,0
DS,Scikit-Learn,DS Scikit-Learn,0
DS,ESP,DS ESP,0
DS,Transformers,DS Transformers,0
DS,Tableau Power BI,DS Tableau Power BI,0
DS,Advanced Excel,DS Advanced Excel,0
DS,PySpark,DS PySpark,0
DS,LSTM,DS LSTM,0
DS,ML algorithms,DS ML algorithms,0
DS,Software design,DS Software design,0
DS,Lifecycle Management,DS Lifecycle Management,1
DS,data structures,DS data structures,0
DS,production,DS production,0
DS,Price Optimization,DS Price Optimization,0
DS,Network Optimization,DS Network Optimization,0
DS,Cloud Platform,DS Cloud Platform,0
DS,Technical analysis,DS Technical analysis,2
DS,Logistic Regression,DS Logistic Regression,0
DS,communication skills,DS communication skills,0
DS,Heuristic Algorithm,DS Heuristic Algorithm,0
DS,Google Cloud Platform,DS Google Cloud Platform,0
DS,Ecommerce Operations,DS Ecommerce Operations,0
DS,Mathematics-Statistics,DS Mathematics-Statistics,0
DS,Optimization,DS Optimization,0
DS,SR,DS SR,0
DS,Cpg,DS Cpg,0
DS,Data Modeling,DS Data Modeling,0
DS,Process documentation,DS Process documentation,0
DS,Lead,DS Lead,0
DS,Silicon,DS Silicon,0
DS,Predictive Analytics,DS Predictive Analytics,0
DS,Data Transformation,DS Data Transformation,0
DS,Machine learning libraries,DS Machine learning libraries,0
DS,Data Manipulation,DS Data Manipulation,0
DS,Data visualization tools,DS Data visualization tools,0
DS,Help Desk,DS Help Desk,0
DS,Customer Service,DS Customer Service,0
DS,customer relationship,DS customer relationship,0
DS,access controls,DS access controls,0
DS,Telephony support,DS Telephony support,0
DS,Asset Management,DS Asset Management,1
DS,Vendor Management,DS Vendor Management,1
DS,Information,DS Information,0
DS,pandas,DS pandas,0
DS,Production Code development,DS Production Code development,3
DS,numpy,DS numpy,0
DS,Data Analytics,DS Data Analytics,0
DS,Cnn,DS Cnn,0
DS,access,DS access,0
DS,natural language processing,DS natural language processing,0
DS,cloud platforms,DS cloud platforms,0
DS,data architecture,DS data architecture,0
DS,Banking Domain,DS Banking Domain,0
DS,Data Cleansing,DS Data Cleansing,0
DS,Data Extraction,DS Data Extraction,0
DS,Health Monitoring,DS Health Monitoring,0
DS,forecast machinery conditions,DS forecast machinery conditions,0
DS,Predictive Machinery Condition,DS Predictive Machinery Condition,0
DS,Python Development,DS Python Development,3
DS,Development,DS Development,3
DS,Health,DS Health,0
DS,Pyspark,DS Pyspark,0
DS,Neo4J,DS Neo4J,0
DS,software architecture,DS software architecture,0
DS,Azure Devops,DS Azure Devops,0
DS,Devops,DS Devops,0
DS,Mobile technology,DS Mobile technology,0
DS,Operational excellence,DS Operational excellence,0
DS,FICO Express,DS FICO Express,0
DS,Supply Chain Operations,DS Supply Chain Operations,0
DS,Mathematics Statistics,DS Mathematics Statistics,0
DS,Contract management,DS Contract management,1
DS,CNN,DS CNN,0
DS,Selection process,DS Selection process,0
DS,sophos,DS sophos,0
DS,PMP,DS PMP,0
DS,Data Migration,DS Data Migration,0
DS,Data Strategy,DS Data Strategy,0
DS,data reconciliation,DS data reconciliation,0
DS,SAP HR Payroll,DS SAP HR Payroll,0
DS,ETL,DS ETL,0
DS,Migration,DS Migration,0
DS,SAP HR,DS SAP HR,0
DS,Political science,DS Political science,0
DS,ITSM,DS ITSM,0
DS,ITIL,DS ITIL,0
DS,Argus Safety,DS Argus Safety,0
DS,Bi Publisher,DS Bi Publisher,0
DS,Oracle Argus,DS Oracle Argus,0
DS,DBMS,DS DBMS,0
DS,Safety,DS Safety,0
DS,Argus,DS Argus,0
DS,Product design,DS Product design,0
DS,Oncology,DS Oncology,0
DS,CME,DS CME,0
DS,IBM Ilog Cplex,DS IBM Ilog Cplex,0
DS,Google OR tools,DS Google OR tools,0
DS,Gurobi,DS Gurobi,0
DS,PHP,DS PHP,0
DS,Apache,DS Apache,0
DS,Supply Chain Analytics,DS Supply Chain Analytics,0
DS,Text Classification,DS Text Classification,0
DS,Time series,DS Time series,0
DS,computer vision,DS computer vision,0
DS,cnn,DS cnn,0
DS,customeCNN,DS customeCNN,0
DS,Team leading,DS Team leading,0
DS,data integrity,DS data integrity,0
DS,Calculus,DS Calculus,0
DS,quality,DS quality,0
DS,French,DS French,0
DS,Cook,DS Cook,0
DS,Graphics,DS Graphics,0
DS,Administration,DS Administration,0
DS,Strategic planning,DS Strategic planning,0
DS,Entrepreneur,DS Entrepreneur,0
DS,Budgeting,DS Budgeting,0
DS,Business case,DS Business case,0
DS,Computer languages,DS Computer languages,0
DS,big data analytics,DS big data analytics,0
DS,OOPS,DS OOPS,0
DS,Conceptualization,DS Conceptualization,0
DS,Advertising,DS Advertising,0
DS,RF,DS RF,0
DS,Supervised Learning,DS Supervised Learning,0
DS,Nlb,DS Nlb,0
DS,Unsupervised Learning,DS Unsupervised Learning,0
DS,BI,DS BI,0
DS,MDX,DS MDX,0
DS,PostgreSQL,DS PostgreSQL,0
DS,Deep Learing,DS Deep Learing,0
DS,time series,DS time series,0
DS,Focus,DS Focus,0
DS,SSP,DS SSP,0
DS,Online advertising,DS Online advertising,0
DS,formal verification,DS formal verification,0
DS,Language Models,DS Language Models,0
DS,Text Semantic,DS Text Semantic,0
DS,Video conferencing,DS Video conferencing,0
DS,Molecular biology,DS Molecular biology,0
DS,IT operations,DS IT operations,0
DS,Illustrator,DS Illustrator,0
DS,Animation,DS Animation,0
DS,Photoshop,DS Photoshop,0
DS,Adobe,DS Adobe,0
DS,Query,DS Query,0
DS,simulation,DS simulation,0
DS,Wfo,DS Wfo,0
DS,Consumer,DS Consumer,0
DS,Text analytics,DS Text analytics,0
DS,Data classification,DS Data classification,0
DS,prediction,DS prediction,0
DS,Big query,DS Big query,0
DS,Bigquery,DS Bigquery,0
DS,power BI,DS power BI,0
DS,Freshers,DS Freshers,0
DS,Insights,DS Insights,0
DS,remediation,DS remediation,0
DS,Root cause analysis,DS Root cause analysis,2
DS,WiFi,DS WiFi,0
DS,Hypothesis,DS Hypothesis,0
DS,Purchase,DS Purchase,0
DS,Data Engineer,DS Data Engineer,0
DS,Data Bricks,DS Data Bricks,0
DS,powerbi,DS powerbi,0
DS,advance excel,DS advance excel,0
DS,Anti money laundering,DS Anti money laundering,0
DS,Algorithm development,DS Algorithm development,3
DS,optimization,DS optimization,0
DS,Cplex,DS Cplex,0
DS,Linear Programming,DS Linear Programming,0
DS,Inventory Optimization,DS Inventory Optimization,0
DS,Linear Regression,DS Linear Regression,0
DS,ILOG,DS ILOG,0
DS,Credit Risk Modelling,DS Credit Risk Modelling,0
DS,Credit risk,DS Credit risk,0
DS,Credit,DS Credit,0
DS,project,DS project,0
DS,manufacturing,DS manufacturing,0
DS,sklearn,DS sklearn,0
DS,plotly,DS plotly,0
DS,Sentiment Analysis,DS Sentiment Analysis,2
DS,Anomaly Detection,DS Anomaly Detection,0
DS,Matplotlib,DS Matplotlib,0
DS,Scipy,DS Scipy,0
DS,HIPAA,DS HIPAA,0
DS,Marketing analytics,DS Marketing analytics,0
DS,Risk analytics,DS Risk analytics,0
DS,Matrix,DS Matrix,0
DS,Downstream,DS Downstream,0
DS,Project design,DS Project design,0
DS,Technology,DS Technology,0
DS,Project,DS Project,0
DS,line,DS line,0
DS,random forest,DS random forest,0
DS,inventory,DS inventory,0
DS,trees,DS trees,0
DS,excel powerpoint,DS excel powerpoint,0
DS,excel,DS excel,0
DS,digital analytics,DS digital analytics,0
DS,Downstream processing,DS Downstream processing,0
DS,Data validation,DS Data validation,0
DS,Procurement,DS Procurement,0
DS,SyBase,DS SyBase,0
DS,Client management,DS Client management,1
DS,Sensors,DS Sensors,0
DS,Route planning,DS Route planning,0
DS,Supply chain management,DS Supply chain management,1
DS,Customer Engagement,DS Customer Engagement,0
DS,ggplot,DS ggplot,0
DS,data analysis,DS data analysis,2
DS,Periscope,DS Periscope,0
DS,Business Objects,DS Business Objects,0
DS,Retail,DS Retail,0
DS,Web Scraping,DS Web Scraping,0
DS,Api Integration,DS Api Integration,0
DS,Db2,DS Db2,0
DS,data security,DS data security,0
DS,Investment strategies,DS Investment strategies,0
DS,biomedical,DS biomedical,0
DS,Business communication,DS Business communication,0
DS,Market research,DS Market research,0
DS,Spark Mllib,DS Spark Mllib,0
DS,Maya,DS Maya,0
DS,Data Validation,DS Data Validation,0
DS,Data Wrangling,DS Data Wrangling,0
DS,Financial planning,DS Financial planning,0
DS,Airflow,DS Airflow,0
DS,Apache Spark,DS Apache Spark,0
DS,NumPy,DS NumPy,0
DS,Product Analyst,DS Product Analyst,0
DS,Product analysis,DS Product analysis,2
DS,Production,DS Production,0
DS,financial products,DS financial products,0
DS,LMS,DS LMS,0
DS,MA,DS MA,0
DS,Shell scripting,DS Shell scripting,0
DS,Test cases,DS Test cases,0
DS,Data Scraping,DS Data Scraping,0
DS,Python language,DS Python language,0
DS,Data engineering,DS Data engineering,0
DS,statistical analysis,DS statistical analysis,2
DS,machine learning techniques,DS machine learning techniques,0
DS,Marketing,DS Marketing,0
DS,Architectural design,DS Architectural design,0
DS,phython,DS phython,0
DS,time series modeling,DS time series modeling,0
DS,Data Visualisation tools,DS Data Visualisation tools,0
DS,IT training,DS IT training,0
DS,SIDE,DS SIDE,0
DS,orchestration,DS orchestration,0
DS,cyber security,DS cyber security,0
DS,Pathway,DS Pathway,0
DS,Unit testing,DS Unit testing,0
DS,Decision Tree,DS Decision Tree,0
DS,Text Analytics,DS Text Analytics,0
DS,Marketing Mix,DS Marketing Mix,0
DS,Anova,DS Anova,0
DS,computer,DS computer,0
DS,process,DS process,0
DS,Environmental science,DS Environmental science,0
DS,github,DS github,0
DS,Flex,DS Flex,0
DS,Water treatment,DS Water treatment,0
DS,CVS,DS CVS,0
DS,SQL queries,DS SQL queries,0
DS,Statistical Analyst,DS Statistical Analyst,0
DS,Policies,DS Policies,0
DS,Hardware,DS Hardware,0
DS,Translation,DS Translation,0
DS,Advocate,DS Advocate,0
DS,ISMS,DS ISMS,0
DS,Hardware testing,DS Hardware testing,0
DS,Computer hardware,DS Computer hardware,0
DS,Senior Executive,DS Senior Executive,0
DS,Technical Lead,DS Technical Lead,0
DS,SDS,DS SDS,0
DS,Nutrition,DS Nutrition,0
DS,Front end,DS Front end,0
DS,Interpersonal skills,DS Interpersonal skills,0
DS,HR Lead,DS HR Lead,0
DS,lead data analyst,DS lead data analyst,0
DS,Surgical,DS Surgical,0
DS,machine,DS machine,0
DS,Evaluation,DS Evaluation,0
DS,KPO,DS KPO,0
DS,Facility management,DS Facility management,1
DS,JPEG,DS JPEG,0
DS,jQuery,DS jQuery,0
DS,Telecommunication,DS Telecommunication,0
DS,JSON,DS JSON,0
DS,Aviation,DS Aviation,0
DS,Predictive maintenance,DS Predictive maintenance,0
