job_title,experience,salary,location,job_description,tech_stack
Sr. Database Administrator,,Not disclosed ,,,"['Project management', 'Incident management', 'Scheduling', 'Project planning', 'Windows', 'Troubleshooting', 'microsoft', 'IT operations']"
Senior Database Administrator,,Not disclosed ,,,"['metadata', 'Usage', 'Performance management', 'Data modeling', 'Storage management', 'Database design', 'Tools', 'Healthcare']"
Database Administrator,,Not disclosed ,,,"['Database Administrator', 'administration', 'database administration', 'dbms']"
Sr . DBA Analyst - MYSQL,,Not disclosed ,,,"['Unix', 'query optimization', 'MySQL database administration', 'Linux', 'Database management', 'Risk assessment', 'MySQL', 'Database']"
PostgresSQL DBA,,Not disclosed ,,,"['Postgresql', 'Database administration', 'DBMS', 'Administration']"
Postgres DBA,,Not disclosed ,,,"['Production support', 'Postgresql', 'Database administration', 'Management', 'Database Administrator', 'Monitoring', 'DBMS', 'Production']"
Postgres DBA,,Not disclosed ,,,"['Production support', 'Postgresql', 'Database administration', 'Database', 'Management', 'Monitoring', 'DBMS', 'Production']"
Database Administrator (Azure),,Not disclosed ,,,"['Performance tuning', 'query optimization', 'Consulting', 'Database administration', 'SQL Server reporting services', 'Management', 'Database Administrator', 'SQL Azure']"
MySQL DBA,,Not disclosed ,,,"['Automation', 'HP data protector', 'database security', 'MySQL', 'Disaster recovery', 'Schema', 'Database', 'Application development']"
Exadata_Core DBA,,Not disclosed ,,,"['Performance tuning', 'Database administration', 'Oracle', 'Troubleshooting', 'performance', 'administration', 'dbms']"
Sybase DBA Financial,,Not disclosed ,,,"['Unix', 'BPO', 'Payroll', 'Production support', 'Staffing', 'Database administration', 'Sybase DBA', 'Perl']"
Mongo DBA,,Not disclosed ,,,"['BPO', 'Performance tuning', 'Automation', 'Payroll', 'Data migration', 'Linux', 'RDBMS', 'Tools']"
Sr. DBA,,Not disclosed ,,,"['Unix', 'Payroll', 'Linux', 'MySQL', 'Database administration', 'Perl', 'Oracle', 'Troubleshooting']"
Senior Database Administrator,,Not disclosed ,,,"['Usage', 'Healthcaremetadata', 'Performance management', 'Data modeling', 'Storage management', 'Database design', 'Tuning', 'SQL']"
Database Administrator,,Not disclosed ,,,"['Performance management', 'Information security', 'Disaster recovery', 'Troubleshooting', 'Continuous improvement', 'SSIS', 'Counselling', 'Monitoring']"
Database Administrator,,Not disclosed ,,,"['Unix', 'Automation', 'Networking', 'NetScreen', 'Web hosting', 'Perl', 'DBMS', 'cisco']"
Database Administrator (DBA),,Not disclosed ,,,"['Backend', 'Medical billing', 'Data management', 'Coding', 'Database design', 'Database administration', 'Database', 'Healthcare']"
DBA,,Not disclosed ,,,"['Computer science', 'Database administration', 'Senior Database Administrator', 'DB Architect', 'DBMS', 'Computer', 'Db', 'Administration']"
Systems Engineer - NoSQL Database Administrator,,Not disclosed ,,,"['Automation', 'NoSQL', 'Linux', 'Stock exchange', 'Database', 'MongoDB', 'Troubleshooting', 'Analytics']"
Senior Sybase DBA,,Not disclosed ,,,"['Performance tuning', 'database security', 'devops', 'Database administration', 'Manager Technology', 'Sybase DBA', 'Sybase ASE', 'Perl']"
Sr. Database Administrator,,Not disclosed ,,,"['Unix', 'Linux', 'Db2', 'XML', 'MySQL', 'Shell scripting', 'HTML', 'Perl']"
sr. Support DBA,,Not disclosed ,,,"['MS SQL', 'Cloud Services', 'Postgresql', 'MySQL', 'Database administration', 'AWS', 'DBMS', 'Microsoft']"
Database Administrator II- Snowflake,,Not disclosed ,,,"['Automation', 'Assurance', 'Database', 'Software development life cycle', 'Healthcare', 'Clinical research', 'Customer service', 'Analytics']"
Senior Database Administrator,,Not disclosed ,,,"['', 'Usage', 'Healthcaremetadata', 'Performance management', 'Data modeling', 'Storage management', 'Database design', 'Tuning']"
Database Administrator,,Not disclosed ,,,"['Linux', 'Staffing', 'Postgresql', 'Database administration', 'Perl', 'Database Administrator', 'Virtualization', 'AWS']"
Database Administrator,,Not disclosed ,,,"['Computer science', 'Data migration', 'Front end', 'Linux', 'Staffing', 'Postgresql', 'Schema', 'Perl']"
Database Administrator - MSSQL,,Not disclosed ,,,"['Training', 'MS SQL', 'Payroll', 'PDF', 'Accounting', 'Database administration', 'Taxation', 'Management']"
Database Administrator,,Not disclosed ,,,"['Performance tuning', 'Cloud computing', 'MS SQL', 'Application support', 'Network administration', 'Database design', 'SSRS', 'Disaster recovery']"
Database Administrator,,Not disclosed ,,,"['Performance tuning', 'Disaster recovery', 'Active directory', 'Database', 'Data structures', 'Windows', 'Operations', 'AWS']"
Cassandra DBA,,Not disclosed ,,,"['Access control', 'Resource utilization', 'Monitoring tools', 'Data modeling', 'cassandra', 'database security', 'Database administration', 'Database Administrator']"
PostgreSQL DBA,,Not disclosed ,,,"['Postgresql', 'Database administration', 'professional', 'DBMS', 'Administration']"
Database Administrator,,Not disclosed ,,,"['Computer science', 'Business administration', 'Automation', 'Database design', 'Project management', 'Analytical', 'Database', 'Database Administrator']"
Senior Database Administrator,,Not disclosed ,,,"['metadata', 'Load testing', 'Performance management', 'Data modeling', 'Database design', 'Storage management', 'Tools', 'Healthcare']"
DBA,,Not disclosed ,,,"['Performance tuning', 'Change management', 'Linux', 'Production support', 'Solaris', 'Database', 'Oracle RAC', 'Oracle']"
Database Administrator,,Not disclosed ,,,"['Log shipping', 'Automation', 'Database design', 'Postgresql', 'Shell scripting', 'Disaster recovery', 'Schema', 'Healthcare']"
Snowflake DBA,,Not disclosed ,,,"['tableau', 'Social networking', 'Database administration', 'Database', 'hr outsourcing', 'Oracle', 'IPS', 'Human resource management']"
Sybase DBA,,Not disclosed ,,,"['Unix', 'Service management', 'Performance tuning', 'Linux', 'Shell scripting', 'Database administration', 'Issue resolution', 'Oracle']"
Postgres DBA,,Not disclosed ,,,"['GCP', 'Postgresql', 'MySQL', 'Schema', 'Cloud', 'Database administration', 'Database', 'Distribution system']"
MySQL Database Administrator,,Not disclosed ,,,"['Performance tuning', 'Automation', 'query optimization', 'Linux', 'Disaster recovery', 'Schema', 'Windows', 'Risk management']"
Senior Database Administrator,,Not disclosed ,,,"['assembly language', 'website', 'C', 'Senior Database Administrator', 'HTML', 'ajax', 'javascript', 'jquery']"
MySQL DBA,,Not disclosed ,,,"['GCP', 'MySQL', 'Cloud', 'Database administration', 'AWS', 'DBMS', 'Administration']"
"Database Administrator , Senior. Database Administrator",,Not disclosed ,,,"['Performance tuning', 'Oracle Apps', 'Installation', 'Db2', 'MySQL', 'Senior Database Administrator', 'Database Administrator', 'SAP Basis Administrator']"
Database Administrator / Performance Engineer,,Not disclosed ,,,"['Mysql', 'Database', 'Mongodb', 'Database Administrator', 'DBMS', 'Performance engineering', 'Performance', 'Administration']"
Oracle DBA / SQl DBA,,Not disclosed ,,,"['Oracle DBA', 'SQL DBA', 'SQL', 'Database administration', 'Oracle']"
C/C++ with Database programming : Bangalore,,Not disclosed ,,,"['C++', 'PLSQL', 'DBMS', 'Programming', 'Program', 'Database Creation', 'C']"
Oracle Database Engineer,,Not disclosed ,,,"['C++', 'Perl', 'Troubleshooting', 'Middleware', 'Aix', 'Java', 'C', 'DNS']"
Oracle DBA,,Not disclosed ,,,"['Cloud', 'Oracle DBA', 'Database Administration', 'DBMS', 'Oracle', 'Administration']"
Oracle Database Administrator,,Not disclosed ,,,"['Unix', 'Performance tuning', 'Linux', 'Database', 'Oracle DBA', 'Oracle', 'Troubleshooting', 'OLTP']"
Oracle Apps DBA - Immediate Hiring,,Not disclosed ,,,"['Oracle DBA', 'Oracle Apps Dba', 'Automation', 'Oracle SQL', 'Oracle Database', 'Shell Scripting', 'Performance Tuning', 'Upgrade']"
Senior Oracle DBA,,Not disclosed ,,,"['Oracle database administration', 'snowflake', 'database management', 'SAP Hana', 'db2', 'PostgreSQL', 'MySQL', 'Oracle Data Guard']"
Oracle DBA,,Not disclosed ,,,"['Database architecture', 'Oracle database', 'Administration', 'Analytical', 'Disaster recovery', 'Shell scripting', 'Oracle DBA', 'Stored procedures']"
Oracle DBA Professional,,Not disclosed ,,,"['Performance tuning', 'Automation', 'RAC', 'Database', 'Database migration', 'Manager Technology', 'Oracle DBA', 'RMAN']"
Microsoft SQL Server DBA,,Not disclosed ,,,"['MS SQL', 'SSRS', 'Database administration', 'SQL Server integration services', 'Database', 'SSIS', 'System analysis', 'SQL Server dba']"
Oracle Database Administrator,,Not disclosed ,,,"['rac', 'Oracle dba', 'asm', 'rman', 'Administration', 'Oracle database', 'DBMS', 'Assembly']"
Senior Oracle Database Administrator,,11-15 Lacs PA ,,,"['Oracle 19C', 'RAC', 'MySQL', 'Mariadb Server', 'Golden Gate', 'RMAN', 'Administration', 'DBMS']"
Oracle Database Administrator,,Not disclosed ,,,"['Unix', 'Performance tuning', 'Linux', 'Database', 'Oracle DBA', 'Oracle', 'Troubleshooting', 'OLTP']"
Oracle Apps DBA,,Not disclosed ,,,"['Oracle database', 'Performance tuning', 'Oracle Apps', 'Linux', 'SQL Tuning', 'oracle support', 'Database Administrator', 'Apps DBA']"
Oracle Database Administrator,,Not disclosed ,,,"['Oracle database', 'Application design', 'Database administration', 'Database', 'Application development', 'Oracle', 'Technical support', 'Oracle Database Administrator']"
Senior Software Developer- Database Integration Specialist,,Not disclosed ,,,"['Communication Skills', 'Software Engineering', 'Database Integrations', 'SQL', 'Data Science', 'Software Development', 'Typescript', 'Git Repository']"
Database Support Engineer,,Not disclosed ,,,"['MYSQL', 'SQL Support', 'Production Support', 'L2 Support', 'Production Support Engineer', 'MSSQL', 'DBMS', 'SQL Server']"
Infra Consultant (Platform - Database),,Not disclosed ,,,"['cloudera', 'cloud security', 'Technology consulting', 'GCP', 'Configuration management', 'Database', 'Open source', 'Solution Architect']"
Senior Support Engineer - Database,,Not disclosed ,,,"['Database Administration', 'Linux', 'Shell Scripting', 'C #', 'Sql Server', 'Microsoft Azure', 'Aws', 'Performance Tuning']"
Database Designer,,Not disclosed ,,,"['Backend', 'PDF', 'Access management', 'MySQL', 'SCALA', 'Customer service', 'Engineering Design', 'Operations']"
Associate Software Engineer-Database,,Not disclosed ,,,"['database', 'code', 'SQL database', 'software', 'Analytical', 'Software Associate', 'Schema', 'Stored procedures']"
DATABASE SUPPORT ENGINEER,,Not disclosed ,,,"['Performance tuning', 'C++', 'MS SQL', 'Linux', 'Database', 'Application development', 'Windows', 'Oracle']"
"Senior Analyst, Marketing Database Management",,Not disclosed ,,,"['Process automation', 'Database marketing', 'Event management', 'Cloud', 'Salesforce.com', 'MS Office', 'Data warehousing', 'AWS']"
Database designer,,Not disclosed ,,,"['BPO', 'IT services', 'ERP', 'Managed services', 'Publishing', 'Consulting', 'Healthcare', 'Outsourcing']"
SQL DBA,,Not disclosed ,,,"['SQL', 'DBA', 'Linux', 'Cloud', 'agile methodologies', 'Oracle DBA', '.Net', 'AWS IAAS']"
Senior Sql Database Administrator,,18-20 Lacs PA ,,,"['SQL DBA', 'Postgresql', 'azure', 'Senior', 'Administration', 'Microsoft Azure', 'SQL database', 'Database administration']"
Postgresql DBA,,10-20 Lacs PA ,,,"['Postgresql', 'dba', 'Postgresql Database Administration', 'DBMS', 'Administration', 'Database administration']"
MySQL Database Administrator,,10-18 Lacs PA ,,,"['MySQL', 'MongoDB', 'Linux', 'Cloud Services', 'AWS', 'MySQL Database Administration', 'SQL database', 'MySQL Database']"
Postgresql Database Administrator,,Not disclosed ,,,"['PostgreSQL database', 'Postgresql', 'Postgresql Database Administration', 'Postgres Database', 'Administration', 'DBMS', 'Database administration']"
Progress Database Administrator,,Not disclosed ,,,"['Progress', 'DBA', 'no SQL', 'Administration', 'NoSQL', 'DBMS', 'Progress 4GL', 'SQL']"
Oracle Database professional,,Not disclosed ,,,"['Oracle database', 'Oracle RAC', 'Oracle 10G', 'Database administration', 'Oracle Data Guard', 'Data', 'RAC', 'Administration']"
Database Developer - Oracle,,Not disclosed ,,,"['Data analysis', 'DTS', 'Postgresql', 'Consulting', 'Integration testing', 'Database administration', 'Toad', 'data integrity']"
Database Developer and DB Administrator (Remote),,8.5-18 Lacs PA ,,,"['Query Tuning', 'SQL Development', 'sql developer', 'Database Design', 'Database Migration', 'Database Administration', 'SQL Server Development', 'MySQL']"
MySQL Database Admin(Bangalore),,4.75-9 Lacs PA ,,,"['Mysql Database', 'MySQL', 'MySQL Database Administration', 'SQL database', 'Administration', 'DBMS', 'Database administration']"
MySQL Database Admin(Gurgaon) in an MNC,,Not disclosed ,,,"['MySQL Database Admin', 'MySQL', 'Mysql Database', 'DBMS', 'Administration', 'SQL database']"
Database Administration - Manager,,Not disclosed ,,,"['RDBMS', 'Enterprise applications', 'Database administration', 'Database', 'SQL', 'Enterprise', 'DBMS', 'Management']"
Oracle Database Administrator,,Not disclosed ,,,"['MySQL Database Administration', 'Shell Scripting', 'Postgresql', 'Oracle DBA', 'Load Balancing', 'Clustering', 'Apache', 'SQL DBA']"
Senior Oracle Apps DBA,,Not disclosed ,,,"['data management', 'Oracle 12c', 'PL/SQL', 'WebLogic', 'Oracle Cloud Infrastructure', 'SOA', 'performance tuning', 'Oracle EBS']"
Oracle DBA,,6-15 Lacs PA ,,,"['Oracle Database Administration', 'Performance tuning', 'Database migration', 'Database Installation', 'Oracle Data Guard', 'Oracle', 'Administration', 'Performance']"
Senior Oracle Database Administrator,,Not disclosed ,,,"['Oracle DBA', 'PLSQL', 'OCP', 'sql', 'DBMS', 'Oracle database', 'Administration', 'Senior']"
Lead MSSQL DBA with Oracle DBA Exposure,,Not disclosed ,,,"['Oracle database', 'Log shipping', 'MS SQL', 'SQL database', 'Db2', 'Database administration', 'Oracle DBA', 'Subject matter expertise']"
Oracle Apps Dba Consultant,,14-24 Lacs PA ,,,"['Oracle Apps Dba', 'Application', 'Consulting', 'Oracle DBA', 'Apps DBA', 'Database administration', 'Oracle Apps', 'Oracle']"
Database Manager,,Not disclosed ,,,"['MongoDB', 'database management', 'postgresql', 'escalation management', 'performance monitoring', 'sql profiler', 'oracle sql', 'Oracle']"
SQL DBA Developer,,Not disclosed ,,,"['RDBMS', 'SQL DBA', 'Monitoring', 'SQL', 'Development', 'Database administration']"
Java & No SQL DBA,,Not disclosed ,,,"['Computer science', 'NoSQL', 'Networking', 'Staffing', 'cassandra', 'MongoDB', 'Continuous improvement', 'Cosmos']"
SQL Developer/DBA,,Not disclosed ,,,"['Computer science', 'Performance tuning', 'Data validation', 'RDBMS', 'SSRS', 'Schema', 'OLAP', 'Stored procedures']"
Database Administration (DBA) Head / Sr. Manager - DBA (PostGre),,Not disclosed ,,,"['Database Architect', 'Database Administration', 'Postgres Database', 'Postgresql Database Administration', 'Cassandra', 'Data optimization', 'RDBMS', 'Graph Databases']"
Database Administrator,,Not disclosed ,,,"['Query Optimization', 'MongoDB', 'Query Tuning', 'Postgresql', 'Administration', 'DBMS', 'Optimization', 'Query']"
Database Administrator,,Not disclosed ,,,"['SQL Server Development', 'SQL Server Dba', 'SQL Server Administration', 'SQL Servers', 'Serv', 'Administration', 'Server administration', 'SQL Server']"
Database Administrator,,Not disclosed ,,,"['Performance tuning', 'Automation', 'SSRS', 'Database administration', 'Healthcare', 'Windows', 'Stored procedures', 'Business intelligence']"
Database Administrator,,Not disclosed ,,,"['Architecture', 'Manager Technology', 'Database Administrator', 'Software quality assurance', 'SQL DBA', 'sql', 'management', 'software quality']"
MySql Database Administrator,,Not disclosed ,,,"['Backend', 'Data management', 'Coding', 'Database design', 'data security', 'Debugging', 'Stored procedures', 'Database Administrator']"
MYSQL DBA,,Not disclosed ,,,"['Python Developer', 'Database', 'Security', 'Troubleshooting', 'Python Development', 'Development', 'Python', 'DBMS']"
MySQL DBA,,Not disclosed ,,,"['PDF', 'MySQL', 'Database administration', 'Corporate Sales Executive', 'DBMS', 'Corporate', 'Sales', 'Administration']"
Database Administrator,,Not disclosed ,,,"['Linux', 'Database management', 'MySQL', 'Shell scripting', 'Database administration', 'Database Administrator', 'Unix shell scripting', 'SQL']"
Associate Staff Engineer (MySQL DBA),,Not disclosed ,,,"['database design', 'MySQL', 'MySQL Database Administration', 'Administration', 'MySQL Database', 'SQL database', 'Database administration', 'DBMS']"
Database Administrator - PostgreSQL Lead,,Not disclosed ,,,"['Team leading', 'Production support', 'Linux', 'Postgresql', 'Shell scripting', 'Database maintenance', 'Troubleshooting', 'Database Administrator']"
Database Administrator - PostgreSQL Lead,,Not disclosed ,,,"['Team leading', 'Production support', 'Linux', 'Postgresql', 'Shell scripting', 'Database maintenance', 'Troubleshooting', 'Database Administrator']"
"Administrator,Database",,Not disclosed ,,,"['Computer science', 'MS SQL', 'Db2', 'RDBMS', 'Postgresql', 'MySQL', 'Database administration', 'HTML']"
"Administrator,Database",,Not disclosed ,,,"['Computer science', 'MS SQL', 'Db2', 'RDBMS', 'Postgresql', 'MySQL', 'Database administration', 'HTML']"
"Administrator,Database",,Not disclosed ,,,"['Computer science', 'MS SQL', 'Db2', 'RDBMS', 'Postgresql', 'MySQL', 'Database administration', 'HTML']"
Oracle Database Administrator(DBA),,Not disclosed ,,,"['Database Administrator', 'DBA', 'import', 'PLSQL', 'SQL Database', 'Oracle', 'export', 'Administration']"
IT-L3 Oracle DBA administrator,,Not disclosed ,,,"['Unix', 'Oracle Apps', 'SOA', 'Production support', 'Hyperion', 'Database administration', 'Agile', 'Oracle DBA']"
Oracle Database Administrator,,Not disclosed ,,,"['Oracle database', 'Performance tuning', 'Administration', 'query', 'Database administration', 'PLSQL', 'Oracle RAC', 'Oracle']"
Oracle Database Administrator L2,,4.5-5.5 Lacs PA ,,,"['Oracle DBA', 'oracle certified', 'Oracel Administrator L2', 'PL SQL', 'Orcale', 'DBA L2', 'Oracle Admin', 'Oracle database administrator L2']"
Oracle Apps Database Administrator,,Not disclosed ,,,"['Oracle database', 'SAN', 'Oracle Apps', 'French', 'Weblogic', 'Oracle DBA', 'Database Administrator', 'Apps DBA']"
Senior Oracle Database Administrator,,Not disclosed ,,,"['Exadata', 'Golden Gate', 'Shell', 'Shell Scripting', 'Oracle DBA', 'Administration', 'DBMS', 'Oracle database']"
Oracle Dba Lead,,25-35 Lacs PA ,,,"['Devops Ci Cd', 'Shell Scripting', 'Mssql Dba', 'Oracle DBA', 'Python', 'Postgres Database', 'Cassandra Database', 'Postgresql']"
Oracle Database Administrator,,17-22.5 Lacs PA ,,,"['Exadata', 'Shell Scripting', 'Oracle DBA', 'Golden Gate', 'Scripting', 'Administration', 'Oracle database', 'DBMS']"
Job Opening - Oracle Database Administrator - Mumbai,,3.25-6 Lacs PA ,,,"['RAC', 'Troubleshooting Skills', 'Expdp', 'RMAN', 'Troubleshooting', 'Administration', 'Oracle database', 'DBMS']"
Oracle Dba,,Not disclosed ,,,"['Database administration', 'Oracle DBA', 'Oracle', 'DBMS', 'Administration']"
Oracle EBS DBA,,Not disclosed ,,,"['IT services', 'SAN', 'PDF', 'SOC', 'Disaster recovery', 'Database administration', 'SMS', 'Archiving']"
Tcs is Hiring -NG For -Oracle DBA- 8+YRS - Kolkata,,16-30 Lacs PA ,,,"['RAC', 'RDBMS', 'Oracle DBA', 'ASM', 'TCAE', 'Oracle', 'Hiring', 'Assembly']"
Sql Database Administrator,,3-8 Lacs PA ,,,"['SQL Server Administration', 'Postgresql', 'SQL Database', 'Database Migration', 'Log Shipping', 'Mirroring', 'Replication', 'Performance Tuning']"
Cloud Database Migration Engineer,,Not disclosed ,,,"['PostgreSQL', 'cloud', 'oracle database', 'database migration', 'mongodb', 'database development', 'sql', 'Migration']"
Cloud Database Migration Engineer,,Not disclosed ,,,"['Cloud', 'Oracle database', 'Bigtable', 'DevOps', 'github', 'BigQuery', 'PostgreSQL', 'MongoDB']"
Database Administrator,,Not disclosed ,,,"['Database Administration', 'cloud', 'dba', 'Aws Cloud', 'Postgresql', 'Onpremise', 'Oracle DBA', 'MongoDB']"
Mssql DBA L2 For Mumbai (Vikhroli),,8-12 Lacs PA ,,,"['Mssql DBA', 'Microsoft SQL Server', 'Ms Sql Server Dba', 'Mysql Database', 'Ms Sql Database', 'MySQL Database Administration', 'SQL', 'DBMS']"
Morningstar is hiring For Senior Database Administrator,,Not disclosed ,,,"['MS SQL', 'SQL DBA', 'Database Administration', 'Database Mirroring', 'SQL Server Administration', 'Replication', 'SQL Server Dba', 'SQL']"
Sr. DBA,,Not disclosed ,,,"['Oracle database', 'Aix', 'Shell scripting', 'Database administration', 'Database', 'RHEL', 'Oracle', 'RMAN']"
Senior Database Administrator - Morningstar India,,12-20 Lacs PA (Including Variable: 14.0%) ,,,"['SQL', 'Database Administration', 'SQL Server Administration', 'SQL DBA', 'MySQL Database Administration', 'Administration', 'DBMS', 'SQL Server']"
Lead Database Administrator,,Not disclosed ,,,"['Database Administration', 'Cloudera', 'Data Warehousing', 'Teradata', 'Oracle', 'SQL Queries', 'Query', 'Warehouse']"
Sr. DBA,,Not disclosed ,,,"['OEM', 'Database administration', 'Aix', 'Basic', 'Shell scripting', 'RHEL', 'RMAN', 'Oracle Database Administrator']"
Senior Database Administrator,,Not disclosed ,,,"['Performance tuning', 'MS SQL', 'HP data protector', 'data security', 'Project management', 'Postgresql', 'MySQL', 'Disaster recovery']"
DBA,,Not disclosed ,,,"['Computer science', 'Business process', 'Performance tuning', 'Business consulting', 'CGI', 'database security', 'Database administration', 'PLSQL']"
Lead/ Sr Production Database Administrator (Postgres DBA),,Not disclosed ,,,"['Postgres DBA', 'Postgresql Database Administration', 'Postgresql Administration', 'Leadership', 'Administration', 'Production', 'Database administration', 'DBMS']"
Dot Net Developer Mongo Database Administrator,,13-23 Lacs PA ,,,"['Dotnet Development', 'Mongodb Dba', 'C#', 'Web Api', 'Net Development', 'SQL Server', 'API', 'Web technologies']"
Database Administrator,,Not disclosed ,,,"['Pivot Table', 'VLOOKUP', 'Advanced Excel', 'HLOOKUP', 'SQL', 'Countif', 'VBA', 'Power Pivot']"
SQL Server Database Administrator,,Not disclosed ,,,"['Performance tuning', 'Automation', 'MS SQL', 'SSRS', 'Disaster recovery', 'Windows', 'SSIS', 'Troubleshooting']"
SQL Server Database Administrator,,Not disclosed ,,,"['Performance tuning', 'Automation', 'MS SQL', 'SSRS', 'Disaster recovery', 'Windows', 'SSIS', 'Troubleshooting']"
Engineer II - Database Administration,,Not disclosed ,,,"['Patch management', 'Engineer II', 'Performance tuning', 'Linux', 'Oracle DBA', 'Maintenance Manager', 'Monitoring', 'System Administrator']"
Senior Engineer - Database Administration,,Not disclosed ,,,"['Performance tuning', 'Administration', 'Linux', 'Database', 'Hardware', 'Windows', 'Informix', 'Oracle']"
Santander - Database administration Support,,Not disclosed ,,,"['Performance tuning', 'Log shipping', 'MS SQL', 'Powershell', 'server automation', 'Database administration', 'Troubleshooting', 'Scripting']"
MSSQL Database Admin,,Not disclosed ,,,"['T-SQL', 'Log shipping', 'Sql Server 2008', 'MS SQL', 'Database administration', 'Database', 'microsoft', 'Troubleshooting']"
Database Admin L3 - Aurora DB,,Not disclosed ,,,"['IT services', 'SAN', 'SOC', 'Postgresql', 'Integration testing', 'Database administration', 'Troubleshooting', 'CRM']"
Database Administration,,Not disclosed ,,,"['Performance tuning', 'Automation', 'Application support', 'Database administration', 'Database', 'Workflow', 'Sybase ASE', 'Management']"
DB2LUW Database admin,,Not disclosed ,,,"['Performance tuning', 'MySQL database administration', 'vertica', 'Postgresql', 'MySQL', 'Database administration', 'Database Administrator', 'Performance']"
MSSQL Database Admin,,Not disclosed ,,,"['Performance tuning', 'Data modeling', 'Coding', 'Postgresql', 'Active directory', 'Windows', 'Oracle', 'SSIS']"
Senior Oracle DBA-Shift Based,,25-35 Lacs PA ,,,"['Oracle DBA', 'Oracle RAC', 'Golden Gate', 'Oracle Database Architecture', 'Dataguard', 'Exadata', 'Performance Tuning', 'RMAN']"
Oracle Database Administration Cloud Technical Architect,,Not disclosed ,,,"['Automation', 'Shell scripting', 'Agile', 'Troubleshooting', 'RMAN', 'Oracle RDBMS', 'Schema', 'Oracle DBA']"
Couchbase Database Administrator,,Not disclosed ,,,"['Couchbase Database administration', 'Casandra', 'HTTP protocol', 'SQL Server', 'Troubleshooting', 'Database Backup and Recovery', 'Couchbase Architecture', 'REST']"
Oracle Database Administrator,,Not disclosed ,,,"['Exadata', 'RAC', 'Oracle DBA', 'Golden Gate', '19C', 'Database Administration', '12C', 'OEM']"
Principal Oracle DBA-Shift based,,25-35 Lacs PA ,,,"['DBA', 'RAC', 'Golden Gate', 'Data Guard', 'Oracle Database Architecture', 'Performance tuning', 'Exadata', 'Cloud']"
Oracle DBA-Shift based,,15-25 Lacs PA ,,,"['DBA', 'RAC', 'Golden Gate', 'Data Guard', 'Oracle Database Architecture', 'Performance tuning', 'Exadata', 'Cloud']"
Oracle Database Administrator,,Not disclosed ,,,"['RAC', 'Oracle DBA', 'Performance Tuning', 'Exadata', 'Dataguard', 'Real Application Cluster', 'Oracle RAC', 'Golden Gate']"
Database Support Engineer,,Not disclosed ,,,"['Product engineering', 'RDBMS', 'Database', 'Finacle', 'Management', 'Technical support', 'SQL', 'Core banking']"
Oracle Database Administrator,,Not disclosed ,,,"['RDBMS', 'Oracle DBA', 'SQL', 'Cloud', 'DBMS', 'Oracle database', 'Administration', 'Database administration']"
Consultant - Databases,,Not disclosed ,,,"['Automation', 'MS SQL', 'MySQL', 'Database administration', 'Test planning', 'Perl', 'Customer service', 'Dms']"
Database Admin II (DB2 DBA),,Not disclosed ,,,"['Unix', 'Product engineering', 'Linux', 'Db2', 'Postgresql', 'MySQL', 'Oracle', 'Open source']"
Db2 Dba,,Not disclosed ,,,"['Performance tuning', 'Db2', 'Data modeling', 'Database design', 'Cics', 'Cobol', 'Stored procedures', 'db2 dba']"
Db2 Dba,,Not disclosed ,,,"['Performance tuning', 'Db2', 'Data modeling', 'Database design', 'Cics', 'Cobol', 'Stored procedures', 'db2 dba']"
DB2 DBA Admin,,Not disclosed ,,,"['JCL', 'Db2', 'Database management', 'query', 'Database administration', 'Database', 'DBA Administrator', 'Management']"
Jr Database Administrator,,Not disclosed ,,,"['Interpersonal skills', 'Coding', 'Postgresql', 'MySQL', 'DNS', 'Database', 'PHP', 'HTML']"
Junior DBA (Automation and Scripting) Professional,,Not disclosed ,,,"['T-SQL', 'Automation', 'Powershell', 'Database', 'Programming', 'Performance optimization', 'SQL Server dba', 'Scripting']"
Junior Database Administrator,,Not disclosed ,,,"['Data dictionary', 'metadata', 'HP data protector', 'Database design', 'Disaster recovery', 'E-governance', 'Database', 'Archiving']"
Trainee/Jr. DBA,,Not disclosed ,,,"['Oracle database', 'SQL queries', 'Linux', 'Database administration', 'Database', 'PLSQL', 'Stored procedures', 'Business Executive']"
DB2 UDB DBA,,Not disclosed ,,,"['Six Sigma', 'PMP', 'C', 'Technical', '.NET', 'System Administration', 'Software', 'HTML']"
Application Database Administrator: RDBMS,,Not disclosed ,,,"['Performance tuning', 'RDBMS', 'XML', 'Disaster recovery', 'PLSQL', 'QMF', 'SPUFI', 'Performance']"
Senior Oracle DBA,,Not disclosed ,,,"['Performance tuning', 'Linux', 'Db2', 'MySQL', 'Oracle DBA', 'Windows', 'Troubleshooting', 'Unix shell scripting']"
Oracle DBA,,Not disclosed ,,,"['Change management', 'RAC', 'Disaster recovery', 'Database', 'Customer handling', 'Oracle DBA', 'Incident management', 'Perl']"
Oracle Database Administrator,,Not disclosed ,,,"['Performance tuning', 'ERP', 'Web application', 'Oracle forms', 'Oracle DBA', 'HTTP', 'Oracle', 'Troubleshooting']"
Oracle DBA,,Not disclosed ,,,"['Oracle database', 'Oracle DBA', 'Oracle 10G', 'DBMS', 'Database administration', 'Oracle']"
DBA - Oracle Retail,,Not disclosed ,,,"['Retail merchandising', 'Weblogic', 'Database administration', 'Oracle DBA', 'RIB', 'MOM', 'Oracle Retail', 'RPM']"
