Profile,job_title,experience,salary,location,job_description,tech_stack
DO,EY is hiring For Devops Software Engineer,5-10 Yrs ,Not disclosed ,,"Preferred Location: . * Only Immediate Joiners * you must be proficient in coding, mini...","[Groovy, Kubernetes, Aws Devops, Terraform, Ansible, jenkins, Cicd Pipeline, Devops]"
DO,DevOps Engineer - Mumbai Location,3-6 Yrs ,Not disclosed ,,"Role: DevOps EngineerRelevant Experience : 3 - 6 yearsLocation: Goregaon (West) , Mumba...","[Aws Cloud, Scripting Languages, Ci/Cd, Devops, Cloud Technologies, Bash Scripting, Azure Cloud, GCP]"
DO,Hiring : Senior Devops Engineer (AWS) : Ahmedabad,5-10 Yrs ,Not disclosed ,,Must : AWS EKS (Preferred) or Strong experience with Kubernetes Must: Linux Administrat...,"[Aws Cloudformation, Aws Cloud, Terraform, Jenkins, CICD, Cloud, Cd, AWS]"
DO,Senior Devops Engineer (AWS),6-11 Yrs ,15-25 Lacs PA ,,The following technologies and skills are required for this role: . Proficient with Mic...,"[aws, Aws Devops, Terraform, Cicd Pipeline, Ci/Cd, Devops, Kubernates, azure]"
DO,Senior Devops Engineer _ Work From Office,6-8 Yrs ,Not disclosed ,,"Proficient with AWS services like compute & network, storage & CDN, deployment and mana...","[Devops Tools, Bash Scripting, Continuous Delivery, ELK stack, Prometheus, Iac, Cloud Infrastructure, Grafana]"
DO,DevOps Engineer,3-5 Yrs ,Not disclosed ,,3-5+ years of experience in DevOps engineering Hands on experience in Shell Scripts...,"[Analytical skills, Cloud computing, GIT, Linux, GCP, Agile, Vulnerability, microsoft]"
DO,Devops Engineer,4-7 Yrs ,Not disclosed ,,This position implies the following responsibilities and tasks/activities:• Responsibi...,"[Jenkins, python scripting, Unit Testing, Azure Devops, Python, Microsoft Azure, Scripting, Software testing]"
DO,DevOps & WebLogic Engineer,9-13 Yrs ,Not disclosed ,,Linux with RHEL certification Good in Shell ScriptingExperience on WebLogic server & Co...,"[Aws Devops, Linux, Shell Scripting, devops, Weblogic, Scripting, AWS]"
DO,Lead DevOps Engineer,5-10 Yrs ,Not disclosed ,,"Experience with AWS services (EC2, S3, DynamoDB, EMR)Wide experience of building infras...","[Devops, S3, Docker, EC2, Kubernates, Amazon Ec2, S]"
DO,"Sr, HPC Cloud Engineer / Infrastructure & DevOps",5-10 Yrs ,Not disclosed ,,"The ideal candidate should be strong in getting things done, communicate well, have a g...","[Service delivery, Redhat, Cloud computing, ASIC, Automation, Architecture, cloud architect, Operations]"
DO,DevOps Application Developer,4-6 Yrs ,Not disclosed ,,Work Experience : 4-6 years Professional Attributes : A:Good communication skillsB:anal...,"[Azure, GCP, AWS, artifactory, Octopus Deploy, automation testing, Performance Centre, GitHub Enterprise]"
DO,AWS DevOps Engineer,2-4 Yrs ,Not disclosed ,,"2 years of experience in provisioning, operations, and management of AWS environmentsEx...","[AWS, DevOps, Cloud, CI/CD, Cd, Cd, Continuous Integration, AWS Devops]"
DO,AWS DevOps Engineer,7-12 Yrs ,Not disclosed ,,Responsibilities:Establish a robust infrastructure framework and streamline development...,"[DevOps, AWS, Nginx, Docker, Terraform, ECS, CloudWatch, PostgreSQL]"
DO,AWS DevOps Engineer,3-6 Yrs ,Not disclosed ,,Engineering / Technology Graduate / PostGraduate from Computer Science or Information T...,"[Maven, Automation, Linux, Coding, Configuration management, MySQL, Windows, Information technology]"
DO,Devops Engineer,4-7 Yrs ,10-14 Lacs PA ,,NA,"[Aws Devops, Devops Tools, Devops, AWS, Tools]"
DO,Senior Devops Engineer,3-7 Yrs ,Not disclosed ,,"Bachelor sdegree in computer science, Information Technology, or a related field Releva...","[devops, Software development life cycle, Siemens, Troubleshooting, Operations, Information technology, Monitoring, Python]"
DO,Devops Engineer,5-10 Yrs ,Not disclosed ,,Qualifications: . Bachelors degree or equivalent in information systems or related fiel...,"[Automation, Linux, Networking, devops, Agile, Troubleshooting, Ruby, Technical support]"
DO,Lead DevOps Engineer,8-12 Yrs ,Not disclosed ,,"Version controlsystem experience (e.g., Git) . Enhancedknowledge about software build e...","[Automation, Linux, devops, Configuration management, Consulting, Agile, Windows, Open source]"
DO,Devops Engineer,4-7 Yrs ,Not disclosed ,,Required Skills: • Experience of managing Jenkins based DevOps build pipelines on Linu...,"[Devops, Python, Jenkins]"
DO,Devops Engineer,5-10 Yrs ,Not disclosed ,,Qualifications: . Bachelors degree or equivalent in information systems or related fiel...,"[Automation, Linux, Networking, devops, Agile, Troubleshooting, Ruby, Technical support]"
DO,Senior Cloud and DevOps Engineer,5-8 Yrs ,Not disclosed ,,Knowledge of the full stack tools used to deploy and manage web applications CI / CD wi...,"[Capacity management, Automation, GIT, Networking, PAAS, Cloud, Agile, Distribution system]"
DO,DevOps Engineer,4-8 Yrs ,Not disclosed ,,About The PositionWe are looking for a DevOps Engineer to help us build functional syst...,"[DevOps, Jenkins, GIT, Docker, Agile, CI/CD, Groovy, Python]"
DO,DevOps Lead Engineer/Architect,11-15 Yrs ,Not disclosed ,,Participate in the agile ceremonies and interface with the agile team(s) and other prog...,"[DevOps, python, java, product management, maven, bash, CI/CD pipeline, Ruby]"
DO,DevOps Engineer,7-12 Yrs ,Not disclosed ,,As a Senior IT Operations Analyst should be responsible for crafting and developing sol...,"[MS SQL, IIS, Version control, Configuration management, Active directory, Windows, Visual Studio, Troubleshooting]"
DO,Aws Devops Engineer,6-10 Yrs ,Not disclosed ,,Proficiency in working with provider APIs and modules. . AWS Services: Expertise in mul...,"[Aws Devops, Terraform, Kubernates, scripting, Ansible, AWS, Devops]"
DO,Aws Devops Engineer,8-13 Yrs ,Not disclosed ,,"Cloud/DevOps Engineer with strong skills in AWS, Terraform, Docker, and GitLab. The id...","[Terraform, AWS, Python, AWS Devops, Devops]"
DO,Aws Devops Engineer,6-10 Yrs ,Not disclosed ,,"Specify required role expertise, previous job experience, or relevant certifications","[Devops, Terraform, Cicd Pipeline, AWS Devops, Pipeline, CI/Cd, AWS]"
DO,Devops Engineer,5-8 Yrs ,Not disclosed ,,Monitoring and measuring customer experience and KPIs Setting up tools and required inf...,"[Terraform, Ansible, MySQL, MongoDB, Jenkins, Aws Cloudformation, Linux, Shell Scripting]"
DO,Devops Engineer,5-10 Yrs ,Not disclosed ,,Experience:- 5+ Years .,"[Jenkins, Rancher, Aws Devops, AWS, Devops]"
DO,Sr. Devops Engineer,3-6 Yrs ,Not disclosed ,,Position: Sr. Devops EngineerKey Job Responsibilities:Architect and deploy secure and ...,"[Devops Tools, Ubuntu, Aws Cloud, Linux, GCP, Cicd Pipeline, RHEL, AWS]"
DO,Senior DevOps Engineer - Terraform / Kubernetes,5-7 Yrs ,Not disclosed ,,Experience in setting up high availability and disaster recovery for cloud infrastructu...,"[DevOps, AWS Lambda, Terraform, cloud service, CI/CD, cloud infrastructure, AWS, Kubernetes]"
DO,Senior DevOps Engineer,5-10 Yrs ,Not disclosed ,,Sitecore Experience Platform and be a strong contributing member to our Digital solutio...,"[Devops, Jenkins, Continuous Delivery, Continuous Integration, Devops Tools, Ansible, Ci/Cd, Cd]"
DO,DevOps Engineer,5-10 Yrs ,Not disclosed ,,"Experience in setting up and maintaining CI / CD pipelines using tools like Jenkins, Tr...","[cd, kubernetes, continuous integration, cloud security, software development, software testing, microsoft azure, ci/cd]"
DO,DevOps Engineer,4-9 Yrs ,Not disclosed ,,"Role DevOps (Build, CM, Terraform, Chef, Puppet) Engineer Primary Skill At least 4+ yea...","[kubernetes, continuous integration, cd, cloud security, software development, software testing, microsoft azure, ci/cd]"
DO,Devops Engineer,5-9 Yrs ,Not disclosed ,,Key responsibilities include:Automation: Develop and implement automation scripts and ...,"[Terraform, Azure Devops, Synapse, Microsoft Azure, Devops]"
DO,DevOps Engineer - .Net/MySQL/Apache Server,3-5 Yrs ,Not disclosed ,,Experience - 3-5 years.,"[DevOps, PostgreSQL, MySQL, Apache Server, CICD, .Net, Struts, MSSQL]"
DO,DevOps Engineer (Remote Work),2-3 Yrs ,7-15 Lacs PA ,,We are currently seeking an experienced DevOps Engineer to join our dynamic team. The i...,"[Docker, Terraform, Ci/Cd, AWS, Kubernetes, Linux, Bash Scripting, Bash]"
DO,DevOps Engineer (GCP),3-8 Yrs ,Not disclosed ,,Preferred candidate profile,"[Bash Scripting, Shell Scripting, Gcp Cloud, Kubernetes, Gke Cluster, Gce, Google Cloud Services, Iac]"
DO,DevOps Engineer,1-3 Yrs ,Not disclosed ,,Experience with GitHub Actions is a plusProficiency with Bitbucket and GitHub as versio...,"[DevOps, GKE, Maven, GitHub, Artifactory, Jira, GIT, Linux]"
DO,"DevOps Engineer - Ahmedabad, India",8-12 Yrs ,Not disclosed ,,"About the roleResponsible for the design, development, implementation and maintenance ...","[Azure devops CI/CD, Frontend and Database projects., Sonar Qube, Continuous Integration, Front end, Devops, Project, Azure Devops]"
DO,Devops Engineer,4-6 Yrs ,Not disclosed ,,"Bachelors degree in computer science, Software Engineering, or a related field. Familia...","[Aws Devops, Aws Cloudformation, Terraform, Docker, Shell Scripting, Cicd Pipeline, Iac, Devops]"
DO,"DevOps CI/CD Engineer (Windows, Linux, MacOs)",5-8 Yrs ,Not disclosed ,,"Creation of Debian packages. Release Finalization (Cloud Upload, Archiving). Git Branch...","[ci/cd, Git, Jenkins Ci, C#, continuous integration, C++, Ticketing system, GitFlow]"
DO,"Hiring Sr DevOps Engineer-Azure, CI CD, Jenkins, Docker, 4-7 yrs,CHE",4-7 Yrs ,Not disclosed ,,"Experience with Scripting Languages (Unix Shell, , Dos batch, Powershell, python, Perl)...","[Jenkins, Docker, Devops, azure, Ci/Cd, Microsoft Azure, SR, Continuous Integration]"
DO,DevOps / AWS / Cloud Engineer - MSys Technologies - Rotational Shift !,3-8 Yrs ,Not disclosed ,,Rotational Shifts . Important Skills Needed: . Hands-on experience on important AWS ser...,"[DevOps, AWS, Cloud Ops, Ops, Rotational Shifts, Cloudops, Cloud]"
DO,Devops Engineer,2-5 Yrs ,15-25 Lacs PA ,,Experience as a DevOps Engineer. Good knowledge of CI/CD tools like Jenkins Proficient ...,"[cka, Python, Docker, Infrastructure, Deployment, Ci/Cd, aws, Devops]"
DO,DevOps Engineer (Ansible),3-7 Yrs ,Not disclosed ,,"Additionally, they should have a solid network and opts backgroundRole & responsibiliti...","[Ancible, Jenkins, GIT, Linux, Nexus, maven, Java based web service APIs, Ci/Cd]"
DO,Devops Engineer | Home loan fintech | GGN,5-8 Yrs ,15-18 Lacs PA ,,"Founded in 2020 by IIT Delhi and IBS Hyderabad alumni, our client is Indias first autom...","[Cloud, Devops, Cloud Deployment, Aws Lambda, AWS services, Devops Tools, Cicd Pipeline, Deployment]"
DO,ETA-ETAS - Senior DevOps Engineer,1-3 Yrs ,Not disclosed ,,"Innovative, able to find solutions to complex problems . Proficient in python programmi...","[IT services, SAN, continuous integration, Automation, SMS, Agile, Continuous improvement, JIRA]"
DO,Senior Software Engineer-DevOps,7-12 Yrs ,Not disclosed ,,We are looking for a talented senior developer to join our Product Development team and...,"[Azure Pipelines Release Pipeline, Yaml, Kubernetes, Devops Automation, Microsoft Azure, Azure Pipelines, Pipeline, Senior]"
DO,DevOps Engineer,1-6 Yrs ,Not disclosed ,,"Qualifications: . Bachelors degree in Computer Science, Information Technology, or a re...","[Version control, orchestration, GIT, GCP, Configuration management, Agile, HTTP, Information technology]"
DO,Immediate Hiring!!! DevOps Engineer|| Bangalore,4-6 Yrs ,7.5-17.5 Lacs PA ,,Interested candidates can share resume to harshita.m@saisservices.com along with below ...,"[DevOps automation scripting, Python, GERRIT, Shell scripting, Jenkins pipeline, Python REST APIs, API, Scripting]"
DO,Azure Devops Engineer,5-10 Yrs ,Not disclosed ,,"Bachelors or Masters in Computer Science or Engineering, or equivalent relevant technic...","[Jenkins, cloud, Docker, Kubernates, Azure Devops, Shell Scripting, Bitbucket, Devops]"
DO,DevOps Engineer,3-5 Yrs ,Not disclosed ,,"As a DevOps Engineer, you will be responsible for managing and optimizing the company...","[IT services, Linux system administration, Linux, development testing, Configuration management, devops, Management, Troubleshooting]"
DO,Azure Infra Devops Engineer,5-8 Yrs ,Not disclosed ,,". Good hands-on experience in Azure infrastructure components (server, storage, network...","[SAN, Automation, Linux, VPN, HIPAA, Windows, Troubleshooting, Virtualization]"
DO,Lead DevOps Engineer(Enterprise),5-10 Yrs ,Not disclosed ,,Build a world-class Infrastructure team by retaining attracting talent from the m...,"[Unix, RCA, Automation, Networking, Linux, Configuration management, Postgresql, Troubleshooting]"
DO,Cloud Database Infrastructure and DevOps Engineer,5-9 Yrs ,Not disclosed ,,Want to be part of a team that enables amazing cloud platform services? In this role yo...,"[VMware, Linux, MySQL, Open source, Python, Computer science, FPGA, Postgresql]"
DO,Infrastructure Devops Platform Engineer,4-6 Yrs ,Not disclosed ,,"IT is a group of specialized professionals providing services to Intel Engineering, Man...","[Automation, Web services, Linux, MySQL, Perl, LAN, Troubleshooting, Middleware]"
DO,"Azure Sr.Devops Engineer (ARM, Terraform & Azure CLI)",7-12 Yrs ,15-25 Lacs PA ,,Experience : 7 to 12 Years. Job Location: Remote. Technical Mandatory Skills: Azure Dev...,"[IAC, Terraform, C#.net, ARM, Azure Cli, Azure Paas, Azure Kubernetes, Powershell]"
DO,Senior Devops Engineer,3-8 Yrs ,Not disclosed ,,"In order to continue our accelerated growth, we are waiting for an innovative engineer ...","[ITIL Certified, SAAS, Devops, AWS, Linux Unix, Certified, Senior, Linux]"
DO,Azure Devops Engineer,4-8 Yrs ,13-20 Lacs PA ,,Experience in Azure cloud migrations Location: Bangalore . Work mode: Hybrid . Notice: ...,"[kubernetes, Azure Devops, terraform, azure cloud, ansible, Microsoft Azure, Cloud, Devops]"
DO,Devops Engineer,2-5 Yrs ,Not disclosed ,,"Respond to support emails promptly, addressing queries or issues as required. . Profic...","[Linux, Debugging, Venture capital, Customer service, Troubleshooting, Business intelligence, Security operations, VMS]"
DO,DevOps and Automation Engineer,4-7 Yrs ,Not disclosed ,,The candidates should have strong analytical abilities in order to analyze the effectiv...,"[Unix, Linux, Networking, Project management, Python, GIT, Workflow, Troubleshooting]"
DO,Engineer – DevOps,1-2 Yrs ,Not disclosed ,,Basic Knowledge of a Scripting language is a must . Knowledge of Operating systems conc...,"[Automation, Linux, devops, Configuration management, Debugging, Integration testing, Troubleshooting, Virtualization]"
DO,Sr. DevOps SRE Engineer,5-10 Yrs ,Not disclosed ,,. Proficiency in PySpark for data processing and transformation . CI / CD Pipeline such...,"[SMTP, Networking, LDAP, MySQL, Machine learning, Perl, Monitoring, SQL]"
DO,Senior DevOps Engineer,3-5 Yrs ,Not disclosed ,,"Bachelor s degree (or equivalent) in computer science, information technology, or mathe...","[advanced analytics, Manager Quality Assurance, Web services, Cloud, Software development life cycle, Business intelligence, Information technology, Distribution system]"
DO,Devops Engineer,4-6 Yrs ,Not disclosed ,,Collecting and reviewing customers feedback to enhance user experience,"[Linux system administration, GIT, Postgresql, Analytical, devops, Shell scripting, HTTP, Apache]"
DO,Devops Engineer With Linux,3-8 Yrs ,Not disclosed ,,"Experience With Linux, Experience With Docker and Kubernetes (on premise and in the clo...","[Automation, Linux, Networking, devops, Web development, Javascript, Agile, PHP]"
DO,Lead Azure Devops Engineer - AKS,5-7 Yrs ,Not disclosed ,,"Born digital in 2014, we apply Customer Experience Solutions, Data Analytics and AI, Di...","[developer tools, daas, python, analytics services, data, analytical, catalog, azure analytics]"
DO,Senior Security DevOps Engineer,5-8 Yrs ,Not disclosed ,,"Bachelors degree in Computer Science, Information Technology, or a related field. Certi...","[Computer science, Automation, GIT, ISO, Powershell, HIPAA, Application security, Ruby]"
DO,Devops Developer,7-12 Yrs ,20-30 Lacs PA ,,Experience with designing and implementing public-facing APIs and SDKs Experience with ...,"[Azure Devops, Jenkins, Terraform, Cicd Pipeline, CI/Cd, Development, Devops, Microsoft Azure]"
DO,Specialist Infrastructure - DevOps Azure,9-12 Yrs ,Not disclosed ,,9 to 12 years of experience in DevOps with a bachelors in engineering / Technology Or m...,"[DevOps Azure, Maven, ELK, Ant, Make, EFK, Bash, AZURE]"
DO,Specialist Infrastructure - DevOps GCP,9-12 Yrs ,Not disclosed ,,Publicis Sapient is looking for a Cloud & DevOps Specialist to join our team of bright ...,"[DevOps, Azure, GitHub, Perl, SQL, Git, Linux, Terraform]"
DO,Azure Devops Engineer,7-12 Yrs ,Not disclosed ,,Role & responsibilities • Minimum 5 years experience in DevOps with Azure technologies...,"[Azure Devops, Jenkins, Terraform, Github, Azure components, Ansible, Kubernates, Devops]"
DO,Hiring For Devops Engineer,7-12 Yrs ,Not disclosed ,,"Dear Candidates, Greetings of the day!Job Description:-Kindly go through the below deta...","[Azure, Linux, Devops, Jenkins, GIT, Servicenow, Ansible, Prometheus]"
DO,Devops Engineer,2-7 Yrs ,10-20 Lacs PA ,,"As a DevOps / System Engineer, you will be responsible for developing, administrating, ...","[Linux, Shell Scripting, Python, GIT, Ansible, Splunk, Scripting, Devops]"
DO,Devops And Automation Engineer,6-8 Yrs ,10-18 Lacs PA ,,"Strong bash, terraform, ansible, HC vault, python, in enterprise git environment. . Mus...","[shell script, coding, automation, devops, hc vault, Ansible, Kubernetes, docker]"
DO,Devops Engineer with Shell Script- Bangalore- Contract-(Face To Face),1-3 Yrs ,Not disclosed ,,Undergraduate degree or equivalent experience preferredExp: 1-2 yrs. Notice Period- Imm...,"[shell script, Devops, linux, Contracts, Shell scripting, Scripting]"
DO,Senior DevOps Engineer,5-7 Yrs ,Not disclosed ,,". 5-7 years of hands on experience . B Tech, MCA, M Tech (Regular) . Experience in Agil...","[Unix, Maven, Linux, Coding, Javascript, JSON, Windows, Troubleshooting]"
DO,Devops SRE | Site Reliability Engineer | Chennai | Bangalore | Pune,5-10 Yrs ,Not disclosed ,,"Dear Candidate, Hope youre doing great!We have opening for Devops SRE (Site Reliabilit...","[Terraform, Devops, Kubernetes, GIT, Ansible, Sre, Site Reliability Engineering, Site]"
DO,Lead Engineer - DevOps,5-8 Yrs ,Not disclosed ,,"Employment Type : Full Time, PermanentProficient in any backend language - Go, Java etc...","[Aws Devops, GCP, Grafana/ Prometheus/ Victoria Metrics, Gitlab, Kubernetes, Docker, Software Configuration Management, Ci/Cd]"
DO,Microsoft Azure DevOps Application Developer,4-6 Yrs ,Not disclosed ,,Educational Qualification : Graduate Work Experience : 4-6 years Professional Attribute...,"[Agile, SCM, Unix shell scripting, SQL, Python, Unix/Shell scripting, Maven, GIT]"
DO,Azure DevOps Engineer,3-7 Yrs ,Not disclosed ,,"Qualifications : . Bachelors degree in computer science, Information Technology, or a r...","[Computer science, VMware, Automation, Compliance, Configuration management, Disaster recovery, Active directory, Information technology]"
DO,Azure Devops Engineer,5-10 Yrs ,Not disclosed ,,Experience:-5+ Years .,"[Terraform, Docker, Arm Templates, Azure Devops, Kubernetes, Ansible, azure, Template]"
DO,Devops Engineer (Azure),3-6 Yrs ,Not disclosed ,,"Position summary: A Senior DevOps Engineer will be responsible for building, configurin...","[Azure, Docker, Azure Devops, Kubernetes, GIT, Containerization, Linux, Build]"
DO,Azure Devops Engineer,4-9 Yrs ,10-20 Lacs PA ,,Role : Azure Devops EngineerLocation Hyderabad(Hafeezpet)Shift : US CST hoursResponsibi...,"[azure cloud, Terraform, Devops, Azure Devops, Cloud, Microsoft Azure]"
DO,"Engineering Manager, Infrastructure and DevOps",9-14 Yrs ,Not disclosed ,,Experience with containerization technologies such as Docker and Kubernetes . Proficien...,"[Computer science, Automation, GCP, Configuration management, devops, Infrastructure, Continuous improvement, Ruby]"
DO,Devops Engineer,1-5 Yrs ,Not disclosed ,,The ideal candidate should be having 1-4 years of work experience and possess the follo...,"[Docker, Devops, Kubernates, Devops Tools, Ci/Cd, MongoDB, Python, Tools]"
DO,Azure Devops Engineer,5-7 Yrs ,Not disclosed ,,"Role & responsibilities Azure DevOps, CI/CD pipelines, TerraformPreferred candidate pr...","[Azure Kubernetes, Terraform, Cicd Pipeline, CI/Cd, Kubernetes, Devops, Azure Devops, Microsoft Azure]"
DO,Tata Elxsi Hiring For Devops Engineer with Azure,4-9 Yrs ,6-16 Lacs PA ,,"Experience: 5-10 Years . Qualification BE/ BTech/ ME/ MTech / MCAExperience with C++, P...","[Azure Pipelines, Devops, Azure Devops, Jenkins, Terraform, Ansible, Cicd Pipeline, Pipeline]"
DO,DevOps Application Developer,6-8 Yrs ,Not disclosed ,,"Certification not essential - Public / Private cloud AWS, Azure / GCP Work Experience :...","[Linux, Agile, splunk, Selenium, continuous integration, Octopus Deploy, github, DevOps Application Developer]"
DO,Power BI Developer & Azure DevOps Specialist,0-5 Yrs ,Not disclosed ,,". Great hands-on experience to create compelling data visualizations, reports, and mach...","[DTS, Version control, Data modeling, Project operations, Consulting, Machine learning, Javascript, power bi]"
DO,Devops Engineer AWS - Gurgaon,5-10 Yrs ,Not disclosed ,,"Experience with container orchestration services, especially Kubernetes / OpenShift, Do...","[Devops Engineer, Java, Aws Devops, Docker, Bash Scripting, Terraform, Devops Tools, Ansible]"
DO,AWS Delivery Engineer (Devops)_Blore_Immediate Joiner,4-7 Yrs ,10-18 Lacs PA ,,"4 to 6 years AWS, DevOps, Terraform, Python, Linux experience (RHEL / CentOS or Debian ...","[Aws Devops, Terraform, Linux, aws, Python, Delivery, Devops]"
DO,AWS DevOps/Observability Engineer,5-7 Yrs ,Not disclosed ,,"Born digital in 2014, we apply Customer Experience Solutions, Data Analytics and AI, Di...","[kubernetes, continuous integration, python, aws codedeploy, aws cloudformation, docker, ansible, cloud]"
DO,Devops Engineer,7-9 Yrs ,1-6 Lacs PA ,,TEKsystems is hiring for DevOps Engineer role.Experience - 7 to 8 years Skills: Kuberne...,"[Terraform, Kubernates, Devops, Jenkins, Ansible, Ci/Cd, AWS, Cd]"
DO,DevOps Engineer,10-13 Yrs ,Not disclosed ,,Experience with Infrastructure as Code (Terraform desirable) 10+ years of Experience o...,"[DevOps Engineer, API infrastructure, GCP DevOps, ELK, GitHub, Bash, Splunk, GitLab]"
DO,DevOps Engineer,3-5 Yrs ,Not disclosed ,,"Experience in Linux System Administration, Troubleshooting, Shell programming, Groovy D...","[DevOps, Jenkins, Git, Docker, Elasticsearch, GitHub, CI/CD, Linux System Administration]"
DS,Data Scientist/ Senior Data Scientist,4-9 Yrs ,Not disclosed ,,Demonstrate excellent communication skills and the ability to work effectively in a tea...,"[Computer science, GIT, GCP, Analytical, Software development life cycle, Workflow, Application development, Natural language processing]"
DS,Experienced Data Scientist,3-8 Yrs ,Not disclosed ,,You will work in agile teams through good collaboration with our colleagues in ...,"[Automation, C++, Powertrain, Mechatronics, Simulation, Construction equipment, Simulink, MATLAB]"
DS,Data Scientist - Knowledge Graph,8-13 Yrs ,Not disclosed ,,Requirements and Skills : - 8+ years of experience in data science field Experience in...,"[Team management, Prototype, Database design, Agile, Data structures, MATLAB, Analytics, Financial services]"
DS,Data Scientist HTHD,2-6 Yrs ,Not disclosed ,,Potential candidates should have hands-on experience in applying first principles metho...,"[Supply chain, SAS, Analytical, Machine learning, Data mining, MATLAB, Analytics, Python]"
DS,Data Scientist - Assistant Manager/Manager,4-7 Yrs ,Not disclosed ,,We are looking for data scientists responsible for solving business problems like forec...,"[Neural Networks, Machine Learning, Python, Regression, Clustering, Data management, Management, Data]"
DS,Staff Data Scientist,0-3 Yrs ,Not disclosed ,,Basic Qualifications: 5+ years of relevant work experience with a Bachelor s Degree or ...,"[Unix, Automation, Linux, Data structures, Perl, Business intelligence, Troubleshooting, Open source]"
DS,VP- Data Scientist,12-16 Yrs ,Not disclosed ,,"Basic QualificationsDegree in computer science, engineering, mathematics, operations r...","[Data Science, Natural Language Processing, data scientist, Machine Learning, Deep Learning, VP, Data, Machine]"
DS,Data Scientist,5-8 Yrs ,17-25 Lacs PA ,,Data Scientist. PAN India. Notice Period: Immediate to 30 days only. Must haveExperienc...,"[Azure, NLP, Python, Docker, FAST API, Data, API, Microsoft Azure]"
DS,Principal Data Scientist,10-12 Yrs ,Not disclosed ,,"Experience with cloud platforms (e.g., AWS, GCP, Azure) and their data analysis tools (...","[NLP, data science, GCP, Python, TensorFlow, model validation, PyTorch, BigQuery]"
DS,Data Scientist,5-10 Yrs ,Not disclosed ,,Job description : Data scientist who works in python with advanced statistical modellin...,"[Statistical modeling, Deployment, Python, Testing, Software testing, Data, Modeling, Statistics]"
DS,Data Scientist,3-5 Yrs ,Not disclosed ,,The candidate should be comfortable in Python and should have worked on data science pr...,"[Deep Learning, Python, SQL, TensorFlow, PyTorch, Data]"
DS,Artificial Intelligence Senior Analyst- Insights and Intelligence,5-8 Yrs ,Not disclosed ,,Skill required: Artificial Intelligence Innovation - Data Science. You are required to ...,"[Data Science, Artificial Intelligence Innovation, deep learning, python, nlp, client relationship, creative solutions, machine learning]"
DS,Senior Data Scientist (ML Engineer),1-5 Yrs ,Not disclosed ,,"Demonstrates up-to-date expertise and applies this to the development, execution, an...","[data science, Networking, Coding, Machine learning, SEZ, Instrumentation, big data, Information technology]"
DS,SENIOR DATA SCIENTIST,7-9 Yrs ,Not disclosed ,,"Demonstrates up-to-date expertise and applies this to the development, execution, an...","[Networking, Machine learning, Data structures, Business solutions, Information technology, Analytics, Monitoring, SQL]"
DS,Senior Data Scientist,1-5 Yrs ,Not disclosed ,,"Demonstrates up-to-date expertise and applies this to the development, execution, an...","[Networking, Machine learning, Data structures, Business solutions, Information technology, Analytics, Monitoring, SQL]"
DS,Data Scientist,4-9 Yrs ,20-35 Lacs PA ,,At least 4+ years of relevant experience as a data scientist 2+ years of experience wor...,"[Data Science, Python, Science, Data]"
DS,Data Scientist,2-6 Yrs ,Not disclosed ,,"Bachelor of Engineering experience in optimization (linear, mixed integer, constraint ...","[Telecom, SAS, Billing, SQL, Simulation, SPSS, Business intelligence, Forecasting]"
DS,Data Scientist,8-12 Yrs ,Not disclosed ,,"The candidate should possess a strong background in Python programming, database manage...","[CSS, JavaScript, HTML, React, open source, python, predictive modeling, web technologies]"
DS,Data Scientist,4-9 Yrs ,12-22 Lacs PA ,,Data Science Manager:Data Science Manager - 7 - 9 Years of ExperienceJob Description:O...,"[Data Science, Machine Learning, Python, Science, Data, Machine]"
DS,Sr.Associate - Data Scientist,4-9 Yrs ,Not disclosed ,,We are seeking an innovative and analytical thinker to support our Data Science team...,"[Manager Quality Assurance, SAS, Linux, Data modeling, XML, Predictive modeling, Data mining, Business intelligence]"
DS,Senior Data Scientist,4-8 Yrs ,Not disclosed ,,"Professional Qualification . related field such as Computer Science, Data Science, Stat...","[Computer science, Team management, data science, Business analysis, Artificial Intelligence, Underwriting, Machine learning, Statistics]"
DS,Data Scientist,10-12 Yrs ,Not disclosed ,,"Excellent understanding of machine learning techniques and algorithms, such as k-NN, Na...","[data science, Coding, Data modeling, Agile development, MySQL, Machine learning, test driven development, MATLAB]"
DS,Data Scientist,2-5 Yrs ,Not disclosed ,,Candidate should have hands-on experience in core Machine Learning models and have at l...,"[Pharma, Machine learning, Legal, Data processing, Life sciences, SAGE, Pattern recognition, Subject Matter Expert]"
DS,Data Scientist - Regression,4-9 Yrs ,Not disclosed ,,Provide technical assistance and cross training to other team members. . What You Will ...,"[AI, data science, Power BI, Access, RCM domain, SQL, Data modelling, DNS]"
DS,Data Scientist - ML,2-5 Yrs ,Not disclosed ,,"Requirements: Bachelors/ Masters / Ph D degree in Math, Computer Science, Information S...","[machine learning, python, R, Hive, SAS, Sqoop, data mining, Mahout]"
DS,Data Scientist - AI,8-12 Yrs ,Not disclosed ,,Provide technical assistance and cross training to other team members. . What You Will ...,"[Artificial intelligence, visualization, Data analysis, data science, Power BI, BI development, SQL, Data modelling]"
